city,name,specialization,qualification,experience,satisfaction_rate,reviews,areas_of_interest,consultation_type,hospital_name,hospital_address,hospital_city,complete address,availability_schedule,fee,profile_url,image_url,raw_source_url
Lahore,Dr. Sonia Sikandar,Aesthetic Gynecologist,"MBBS, FCPS Gynaecology and Obstetrics, MCPS Gynaecology and Obstetrics, Diploma in Infertility Management, Diploma in Aesthetic Gynaecology",24 Yrs,,4,"Infertility, PCO, HIghrisk Cases In Obstetrics And Gynaecology, Oncology, Gynae And Obs, Gynaecologist And Obstetrician, Gynecology, Infertility, PCOS And Other Menstrual Abnormalities",Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Mon: 01:00 PM - 07:00 PM; Tue: 01:00 PM - 07:00 PM; Wed: 01:00 PM - 07:00 PM; Sat: 01:00 PM - 07:00 PM; Sun: 01:00 PM - 07:00 PM,"1,500",https://www.marham.pk/online-consultation/aesthetic-gynecologist/lahore/dr-sonia-sikandar-64183,https://staticconnect.marham.pk/assets/doctors/64183/sonia-sikandar-aesthetic-gynecologist-lahore-93_80X80.webp,https://www.marham.pk/doctors/aesthetic-gynecologist
Lahore,Dr. Shafaq Ramay,Aesthetic Gynecologist,"MBBS, MCPS Diagnostic Radiology ,FCPS Diagnostic Radiology",20 Yrs,,,"Hymen Repair And Vaginal Tightening, Body Contouring",Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Mon: 11:00 AM - 01:01 PM; Tue: 11:00 AM - 01:01 PM; Wed: 11:00 AM - 01:01 PM; Thu: 11:00 AM - 01:01 PM; Fri: 11:00 AM - 01:01 PM; Sat: 11:00 AM - 01:01 PM,"1,000",https://www.marham.pk/online-consultation/aesthetic-gynecologist/lahore/dr-shafaq-ramay-67389,https://staticconnect.marham.pk/assets/doctors/67389/dr-shafaq-ramay-aesthetic-gynecologist-lahore-25_80X80.webp,https://www.marham.pk/doctors/aesthetic-gynecologist
Lahore,Dr. Noor Afzal,Aesthetic Medicine Specialist,"MBBS, Fellowship in Aesthetics",8 Yrs,88%,15,"Melasma, Acne, Hairfall, Rash",Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Mon: 12:00 PM - 08:00 PM; Tue: 12:00 PM - 08:00 PM; Wed: 12:00 PM - 08:00 PM; Thu: 12:00 PM - 08:00 PM; Fri: 12:00 PM - 08:00 PM; Sat: 12:00 PM - 08:00 PM; Sun: 12:00 PM - 08:00 PM,"2,000",https://www.marham.pk/online-consultation/aesthetic-medicine-specialist/lahore/dr-noor-afzal-62035,https://staticconnect.marham.pk/assets/doctors/62035/dr-noor-afzal-aesthetic-medicine-specialist-lahore-94_80X80.webp,https://www.marham.pk/doctors/aesthetic-medicine-specialist
Rahim Yar Khan,Dr. Saad Nazir,"Dermatologist, Aesthetic Physician, Aesthetic Medicine Specialist","MBBS, Diploma in Ultrasonography, Diploma in Dermatology Ireland.",4 Yrs,,2,,Video Consultation,Video Consultation,Garden Town,Rahim Yar Khan,Video Consultation,"Mon: 10:00 AM - 07:00 PM, 10:00 AM - 08:00 PM; Tue: 10:00 AM - 07:00 PM, 10:00 AM - 08:00 PM; Wed: 10:00 AM - 07:00 PM, 10:00 AM - 08:00 PM; Thu: 10:00 AM - 07:00 PM, 10:00 AM - 08:00 PM; Fri: 10:00 AM - 07:00 PM, 10:00 AM - 08:00 PM; Sun: 10:00 AM - 07:00 PM, 10:00 AM - 08:00 PM","1,000",https://www.marham.pk/online-consultation/dermatologist/rahim-yar-khan/dr-saad-nazir-27715,https://staticconnect.marham.pk/assets/doctors/27715/dr-saad-nazir-aesthetic-medicine-specialist-rahim-yar-khan-6_80X80.webp,https://www.marham.pk/doctors/aesthetic-medicine-specialist
Swabi,Dr. Syed Ihtisham Kakakhel,Aesthetic Medicine Specialist,"MBBS, MS Public Health, MCPS Family Medicine, Diploma in Aesthetic Medicine",13 Yrs,100%,3,"Laser For Hair Removal, Skin Diseases",Video Consultation,Video Consultation,Garden Town,Swabi,Video Consultation,"Mon: 02:00 PM - 09:00 PM; Tue: 02:00 PM - 09:00 PM; Wed: 02:00 PM - 09:00 PM; Thu: 02:00 PM - 09:00 PM; Fri: 02:00 PM - 09:00 PM; Sat: 09:00 AM - 09:00 PM, 02:00 PM - 09:00 PM; Sun: 09:00 AM - 09:00 PM, 02:00 PM - 09:00 PM","1,000",https://www.marham.pk/doctors/swabi/aesthetic-medicine-specialist/dr-syed-ihtisham-kakakhel,https://staticconnect.marham.pk/assets/doctors/65618/dr-syed-ihtisham-kakakhel-aesthetic-medicine-specialist-swabi-19_80X80.webp,https://www.marham.pk/doctors/aesthetic-medicine-specialist
Swabi,Dr. Syed Ihtisham Kakakhel,Aesthetic Medicine Specialist,"MBBS, MS Public Health, MCPS Family Medicine, Diploma in Aesthetic Medicine",13 Yrs,100%,3,"Laser For Hair Removal, Skin Diseases",Hospital,Bacha Khan Medical Complex,Khyber Pakhtunkhwa,Swabi,"Bacha Khan Medical Complex, Khyber Pakhtunkhwa, Swabi",Mon: 03:00 PM - 05:30 PM; Tue: 03:00 PM - 05:30 PM; Wed: 03:00 PM - 05:30 PM; Thu: 03:00 PM - 05:30 PM; Fri: 03:00 PM - 05:30 PM,1000,https://www.marham.pk/doctors/swabi/aesthetic-medicine-specialist/dr-syed-ihtisham-kakakhel,https://staticconnect.marham.pk/assets/doctors/65618/dr-syed-ihtisham-kakakhel-aesthetic-medicine-specialist-swabi-19_80X80.webp,https://www.marham.pk/doctors/aesthetic-medicine-specialist
Lahore,Dr. Syeda Surhan Naqvi,"General Physician, Aesthetic Medicine Specialist",MBBS,1 Yrs,,,Aesthetic Medicine,Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Mon: 12:00 PM - 09:00 PM; Tue: 12:00 PM - 09:00 PM; Wed: 12:00 PM - 09:00 PM; Thu: 12:00 PM - 09:00 PM; Fri: 12:00 PM - 09:00 PM; Sat: 12:00 PM - 09:00 PM,"1,500",https://www.marham.pk/online-consultation/general-physician/lahore/dr-syeda-surhan-naqvi-66106,https://staticconnect.marham.pk/assets/doctors/66106/dr-syeda-surhan-naqvi-general-physician-lahore-12_80X80.webp,https://www.marham.pk/doctors/aesthetic-medicine-specialist
Lahore,Dr. Syeda Surhan Naqvi,"General Physician, Aesthetic Medicine Specialist",MBBS,1 Yrs,,,Aesthetic Medicine,Hospital,MR Aesthetics,Gulberg 2,Lahore,"MR Aesthetics, Gulberg 2, Lahore",Mon: 12:00 PM - 09:00 PM; Tue: 12:00 PM - 09:00 PM; Wed: 12:00 PM - 09:00 PM; Thu: 12:00 PM - 09:00 PM; Fri: 12:00 PM - 09:00 PM; Sat: 12:00 PM - 09:00 PM,2000,https://www.marham.pk/online-consultation/general-physician/lahore/dr-syeda-surhan-naqvi-66106,https://staticconnect.marham.pk/assets/doctors/66106/dr-syeda-surhan-naqvi-general-physician-lahore-12_80X80.webp,https://www.marham.pk/doctors/aesthetic-medicine-specialist
Karachi,Dr. Saba Siddiqui,"General Physician, Aesthetic Physician","General Physician, Aesthetic Physician, and MBBS",25 Yrs,98%,"1,027","Gastroenterology, Infectious Diseases, Blood Pressure, Hypertension",Video Consultation,Video Consultation,Garden Town,Karachi,Video Consultation,Mon: 09:00 AM - 11:59 PM; Tue: 09:00 AM - 11:59 PM; Wed: 09:00 AM - 11:59 PM; Thu: 09:00 AM - 11:59 PM; Fri: 09:00 AM - 11:59 PM; Sat: 09:00 AM - 11:59 PM; Sun: 09:00 AM - 11:59 PM,"1,000",https://www.marham.pk/online-consultation/general-physician/karachi/dr-saba-siddiqui-33127,https://staticconnect.marham.pk/assets/doctors/33127/dr-saba-siddiqui-general-physician-karachi-19_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Karachi,Dr. Saba Siddiqui,"General Physician, Aesthetic Physician","General Physician, Aesthetic Physician, and MBBS",25 Yrs,98%,"1,027","Gastroenterology, Infectious Diseases, Blood Pressure, Hypertension",Hospital,Self Care Clinic,Gulistan e Jauhar,Karachi,"Self Care Clinic, Gulistan e Jauhar, Karachi",Mon: 05:00 PM - 11:00 PM; Tue: 05:00 PM - 11:00 PM; Wed: 05:00 PM - 11:00 PM; Thu: 05:00 PM - 11:00 PM; Fri: 05:00 PM - 11:00 PM; Sat: 05:00 PM - 11:00 PM,1400,https://www.marham.pk/online-consultation/general-physician/karachi/dr-saba-siddiqui-33127,https://staticconnect.marham.pk/assets/doctors/33127/dr-saba-siddiqui-general-physician-karachi-19_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Karachi,Dr. Nosheen Waheed,"Dermatologist, Cosmetologist, Aesthetic Physician","MBBS, D-Derm",17 Yrs,97%,105,,Hospital,Darul Sehat Hospital,Gulistan-e-Jauhar - Block 4A,Karachi,"Darul Sehat Hospital, Gulistan-e-Jauhar - Block 4A, Karachi",Tue: 05:00 PM - 07:00 PM; Thu: 05:00 PM - 07:00 PM; Sat: 05:00 PM - 07:00 PM,1500,https://www.marham.pk/doctors/karachi/dermatologist/dr-nosheen-waheed,https://staticconnect.marham.pk/assets/doctors/36648/dr-nosheen-waheed-dermatologist-karachi-21_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Karachi,Dr. Nosheen Waheed,"Dermatologist, Cosmetologist, Aesthetic Physician","MBBS, D-Derm",17 Yrs,97%,105,,Hospital,Dr. Nosheen clinics,Gulshan Iqbal,Karachi,"Dr. Nosheen clinics, Gulshan Iqbal, Karachi",Mon: 03:00 PM - 09:00 PM; Tue: 01:00 PM - 04:00 PM; Wed: 03:00 PM - 09:00 PM; Thu: 01:00 PM - 04:00 PM; Fri: 03:00 PM - 09:00 PM; Sat: 01:00 PM - 04:00 PM,1000,https://www.marham.pk/doctors/karachi/dermatologist/dr-nosheen-waheed,https://staticconnect.marham.pk/assets/doctors/36648/dr-nosheen-waheed-dermatologist-karachi-21_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Faisalabad,Dr. Naveed Akhtar Shaikh,"Dermatologist, Cosmetologist, Aesthetic Physician","MBBS, FRSH ( UK ), CDC ( South Africa )",27 Yrs,89%,195,,Hospital,Derma Care Skin and laser Clinic,Jaranwala Rd,Faisalabad,"Derma Care Skin and laser Clinic, Jaranwala Rd, Faisalabad",Mon: 06:30 PM - 10:00 PM; Tue: 06:30 PM - 10:00 PM; Wed: 06:30 PM - 10:00 PM; Thu: 06:30 PM - 10:00 PM; Fri: 06:30 PM - 10:00 PM; Sat: 06:30 PM - 10:00 PM,2000,https://www.marham.pk/doctors/faisalabad/dermatologist/dr-naveed-akhtar-shaikh,https://staticconnect.marham.pk/assets/doctors/15272/dr-naveed-akhtar-shaikh-dermatologist-faisalabad-40_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Lahore,Prof. Dr. Uzma Ahsan,"Dermatologist, Aesthetic Physician","MBBS, FCPS (Dermatology)",23 Yrs,90%,100,,Hospital,Iqra Hospital ( extension ),Johar Town,Lahore,"Iqra Hospital ( extension ), Johar Town, Lahore",Mon: 07:00 PM - 09:00 PM; Tue: 07:00 PM - 09:00 PM; Wed: 07:00 PM - 09:00 PM; Thu: 07:00 PM - 09:00 PM; Fri: 07:00 PM - 09:00 PM,3000,https://www.marham.pk/doctors/lahore/dermatologist/prof-dr-uzma-ahsan,https://staticconnect.marham.pk/assets/doctors/34335/prof-dr-uzma-ahsan-aesthetic-physician-lahore-64_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Lahore,Prof. Dr. Uzma Ahsan,"Dermatologist, Aesthetic Physician","MBBS, FCPS (Dermatology)",23 Yrs,90%,100,,Hospital,Al-Shafi Hospital,Allama Iqbal Town,Lahore,"Al-Shafi Hospital, Allama Iqbal Town, Lahore",Mon: 09:00 PM - 10:00 PM; Wed: 09:00 PM - 10:00 PM; Fri: 09:00 PM - 10:00 PM,3000,https://www.marham.pk/doctors/lahore/dermatologist/prof-dr-uzma-ahsan,https://staticconnect.marham.pk/assets/doctors/34335/prof-dr-uzma-ahsan-aesthetic-physician-lahore-64_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Sadiqabad,Dr. Madiha Zeeshan,"Dermatologist, Aesthetic Physician","FCPS (Dermatology), MBBS",10 Yrs,94%,35,,Video Consultation,Video Consultation,Garden Town,Sadiqabad,Video Consultation,Mon: 10:00 PM - 11:00 PM; Tue: 10:00 PM - 11:00 PM; Wed: 10:00 PM - 11:00 PM; Thu: 10:00 PM - 11:00 PM; Fri: 10:00 PM - 11:00 PM; Sat: 10:00 PM - 11:00 PM,"1,300",https://www.marham.pk/doctors/sadiqabad/dermatologist/dr-madiha-zeeshan,https://staticconnect.marham.pk/assets/doctors/43934/dr-madiha-zeeshan-dermatologist-sadiqabad-3_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Sadiqabad,Dr. Madiha Zeeshan,"Dermatologist, Aesthetic Physician","FCPS (Dermatology), MBBS",10 Yrs,94%,35,,Hospital,Millat Hospital,Sadiqabad,Sadiqabad,"Millat Hospital, Sadiqabad, Sadiqabad",Mon: 05:00 PM - 08:00 PM; Tue: 05:00 PM - 08:00 PM; Wed: 05:00 PM - 08:00 PM; Thu: 05:00 PM - 08:00 PM; Fri: 05:00 PM - 08:00 PM; Sat: 05:00 PM - 08:00 PM,1000,https://www.marham.pk/doctors/sadiqabad/dermatologist/dr-madiha-zeeshan,https://staticconnect.marham.pk/assets/doctors/43934/dr-madiha-zeeshan-dermatologist-sadiqabad-3_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Karachi,Irfan Ahmed Kakezai,"Dermatologist, Aesthetic Physician","MD, Ph.D. (Medicine), Certified Aesthetician, Masters Of Public Health - USA",25 Yrs,97%,110,"Hair Problems, PRP, Laser For Acne, Laser For Hair Removal",Video Consultation,Video Consultation,Garden Town,Karachi,Video Consultation,Mon: 10:00 AM - 11:00 PM; Tue: 10:00 AM - 11:00 PM; Wed: 10:00 AM - 11:00 PM; Thu: 10:00 AM - 11:00 PM; Fri: 10:00 AM - 11:00 PM; Sat: 10:00 AM - 11:00 PM; Sun: 10:00 AM - 11:00 PM,"2,000",https://www.marham.pk/doctors/karachi/dermatologist/irfan-ahmed-kakezai,https://staticconnect.marham.pk/assets/doctors/33078/dr-irfan-ahmed-kakezai-aesthetic-physician-karachi-38_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Karachi,Irfan Ahmed Kakezai,"Dermatologist, Aesthetic Physician","MD, Ph.D. (Medicine), Certified Aesthetician, Masters Of Public Health - USA",25 Yrs,97%,110,"Hair Problems, PRP, Laser For Acne, Laser For Hair Removal",Hospital,Park Lane Hospital,Clifton,Karachi,"Park Lane Hospital, Clifton, Karachi","Mon: 04:00 PM - 09:00 PM; Tue: 04:00 PM - 09:00 PM; Wed: 04:00 PM - 09:00 PM; Thu: 04:00 PM - 09:00 PM; Fri: 04:00 PM - 09:00 PM; Sat: 11:00 AM - 08:00 PM, 04:00 PM - 09:00 PM; Sun: 11:00 AM - 08:00 PM, 04:00 PM - 09:00 PM",3000,https://www.marham.pk/doctors/karachi/dermatologist/irfan-ahmed-kakezai,https://staticconnect.marham.pk/assets/doctors/33078/dr-irfan-ahmed-kakezai-aesthetic-physician-karachi-38_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Karachi,Irfan Ahmed Kakezai,"Dermatologist, Aesthetic Physician","MD, Ph.D. (Medicine), Certified Aesthetician, Masters Of Public Health - USA",25 Yrs,97%,110,"Hair Problems, PRP, Laser For Acne, Laser For Hair Removal",Hospital,Urgent Care Services Clinics and Eye Lasik,Clifton,Karachi,"Urgent Care Services Clinics and Eye Lasik, Clifton, Karachi",Mon: 04:45 PM - 05:30 PM; Tue: 04:45 PM - 05:30 PM; Wed: 04:45 PM - 05:30 PM; Thu: 04:45 PM - 05:30 PM; Fri: 04:45 PM - 05:30 PM; Sat: 04:45 PM - 05:30 PM,3000,https://www.marham.pk/doctors/karachi/dermatologist/irfan-ahmed-kakezai,https://staticconnect.marham.pk/assets/doctors/33078/dr-irfan-ahmed-kakezai-aesthetic-physician-karachi-38_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Karachi,Irfan Ahmed Kakezai,"Dermatologist, Aesthetic Physician","MD, Ph.D. (Medicine), Certified Aesthetician, Masters Of Public Health - USA",25 Yrs,97%,110,"Hair Problems, PRP, Laser For Acne, Laser For Hair Removal",Hospital,Executive Clinics & Daycare,DHA,Karachi,"Executive Clinics & Daycare, DHA, Karachi",Mon: 12:00 PM - 03:00 PM; Tue: 12:00 PM - 03:00 PM; Wed: 12:00 PM - 03:00 PM; Thu: 12:00 PM - 03:00 PM; Fri: 12:00 PM - 03:00 PM; Sat: 12:00 PM - 03:00 PM; Sun: 12:00 PM - 03:00 PM,3000,https://www.marham.pk/doctors/karachi/dermatologist/irfan-ahmed-kakezai,https://staticconnect.marham.pk/assets/doctors/33078/dr-irfan-ahmed-kakezai-aesthetic-physician-karachi-38_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Peshawar,Dr. Ali Murad,"Dermatologist, Aesthetic Physician","MBBS, FCPS (Dermatology)*",4 Yrs,100%,155,"Hair Problems, PRP, Acne, Acne Scars",Video Consultation,Video Consultation,Garden Town,Peshawar,Video Consultation,Mon: 08:00 AM - 11:59 PM; Tue: 08:00 AM - 11:59 PM; Wed: 08:00 AM - 11:59 PM; Thu: 08:00 AM - 11:59 PM; Fri: 08:00 AM - 11:59 PM; Sat: 08:00 AM - 11:59 PM; Sun: 08:00 AM - 11:59 PM,800,https://www.marham.pk/online-consultation/dermatologist/peshawar/dr-ali-murad-43984,https://staticconnect.marham.pk/assets/doctors/43984/dr-ali-murad-dermatologist-peshawar-85_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Karachi,Dr. Shagufta Baig,"Dermatologist, Aesthetic Physician","MBBS, MSc (London), PGD Dermatology (London), PGC Aesthetic Medicine (London)",14 Yrs,100%,11,"Hair Problems, PRP, Laser For Acne",Video Consultation,Video Consultation,Garden Town,Karachi,Video Consultation,Mon: 04:30 PM - 07:00 PM; Wed: 04:30 PM - 07:00 PM; Sat: 04:30 PM - 07:00 PM,"3,000",https://www.marham.pk/doctors/karachi/dermatologist/dr-shagufta-baig,https://staticconnect.marham.pk/assets/doctors/38058/dr-shagufta-baig-dermatologist-karachi-80_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Karachi,Dr. Shagufta Baig,"Dermatologist, Aesthetic Physician","MBBS, MSc (London), PGD Dermatology (London), PGC Aesthetic Medicine (London)",14 Yrs,100%,11,"Hair Problems, PRP, Laser For Acne",Hospital,Altamash General Hospital,Clifton,Karachi,"Altamash General Hospital, Clifton, Karachi",Mon: 04:30 PM - 07:00 PM; Wed: 04:30 PM - 07:00 PM; Sat: 04:30 PM - 07:00 PM,1500,https://www.marham.pk/doctors/karachi/dermatologist/dr-shagufta-baig,https://staticconnect.marham.pk/assets/doctors/38058/dr-shagufta-baig-dermatologist-karachi-80_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Lahore,Dr. Tayyab Tahir,"Dentist, Aesthetic Physician","BDS,RDS (PAK)C-Aesthetic & Restorative Dentist C-Endodontics C-Orthodontics C-Implantologist C-Clearpath Aligners",4 Yrs,,,Teeth Replacement,Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Mon: 10:00 AM - 05:00 PM; Tue: 10:00 AM - 05:00 PM; Wed: 10:00 AM - 05:00 PM; Thu: 10:00 AM - 05:00 PM; Sat: 10:00 AM - 05:00 PM; Sun: 10:00 AM - 05:00 PM,"1,000",https://www.marham.pk/online-consultation/dentist/lahore/dr-tayyab-tahir-16210,https://staticconnect.marham.pk/assets/doctors/16210/dr-tayyab-tahir-dentist-lahore-64_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Gujar Khan,Dr. Tayyab Tahir,"Dentist, Aesthetic Physician","BDS,RDS (PAK)C-Aesthetic & Restorative Dentist C-Endodontics C-Orthodontics C-Implantologist C-Clearpath Aligners",4 Yrs,,,Teeth Replacement,Hospital,Tayyab Dental Surgery,GT Road,Gujar Khan,"Tayyab Dental Surgery, GT Road, Gujar Khan","Mon: 09:00 AM - 01:00 PM, 03:00 PM - 07:00 PM; Tue: 09:00 AM - 01:00 PM, 03:00 PM - 07:00 PM; Wed: 09:00 AM - 01:00 PM, 03:00 PM - 07:00 PM; Thu: 09:00 AM - 01:00 PM, 03:00 PM - 07:00 PM; Sat: 09:00 AM - 01:00 PM, 03:00 PM - 07:00 PM; Sun: 09:00 AM - 01:00 PM, 03:00 PM - 07:00 PM",1000,https://www.marham.pk/online-consultation/dentist/lahore/dr-tayyab-tahir-16210,https://staticconnect.marham.pk/assets/doctors/16210/dr-tayyab-tahir-dentist-lahore-64_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Lahore,Dr. Muhammad Ali Raza,"Ent Surgeon, Ent Surgeon, General Practitioner, Aesthetic Physician","MBBS, MCPS, Diploma in Aesthetic Medicine (UK Certified)",11 Yrs,98%,196,"Nasal Polyps, Neck Surgery, Tonsillectomy, Smell Problems",Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Fri: 07:00 PM - 08:00 PM,"3,000",https://www.marham.pk/online-consultation/ent-surgeon/lahore/dr-muhammad-ali-raza-12996,https://staticconnect.marham.pk/assets/doctors/12996/dr-muhammad-ali-raza-ent-surgeon-lahore-39_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Lahore,Dr. Muhammad Ali Raza,"Ent Surgeon, Ent Surgeon, General Practitioner, Aesthetic Physician","MBBS, MCPS, Diploma in Aesthetic Medicine (UK Certified)",11 Yrs,98%,196,"Nasal Polyps, Neck Surgery, Tonsillectomy, Smell Problems",Hospital,ENT Healthcare.ORG,Defence road,Lahore,"ENT Healthcare.ORG, Defence road, Lahore",Tue: 07:00 PM - 09:00 PM; Thu: 07:00 PM - 09:00 PM; Sat: 07:00 PM - 09:00 PM,2500,https://www.marham.pk/online-consultation/ent-surgeon/lahore/dr-muhammad-ali-raza-12996,https://staticconnect.marham.pk/assets/doctors/12996/dr-muhammad-ali-raza-ent-surgeon-lahore-39_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Lahore,Dr. Muhammad Ali Raza,"Ent Surgeon, Ent Surgeon, General Practitioner, Aesthetic Physician","MBBS, MCPS, Diploma in Aesthetic Medicine (UK Certified)",11 Yrs,98%,196,"Nasal Polyps, Neck Surgery, Tonsillectomy, Smell Problems",Hospital,Dr. Ali Raza's ENT Clinic,bahria  town,Lahore,"Dr. Ali Raza's ENT Clinic, bahria town, Lahore",Mon: 05:30 PM - 07:00 PM; Wed: 05:30 PM - 07:00 PM; Fri: 05:30 PM - 07:00 PM,2500,https://www.marham.pk/online-consultation/ent-surgeon/lahore/dr-muhammad-ali-raza-12996,https://staticconnect.marham.pk/assets/doctors/12996/dr-muhammad-ali-raza-ent-surgeon-lahore-39_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Rawalpindi,Dr. Huma Umar,Aesthetic Physician,"BDS, Certification Course in Orthodontics, Certified Skin Aesthetics",14 Yrs,93%,26,"Cosmetic Surgeon, High-intensity Focused Ultrasound (HIFU), Treatment Of Hair Loss (PRP And Mesotherapy), Aesthetic Concerns",Video Consultation,Video Consultation,Garden Town,Rawalpindi,Video Consultation,Mon: 09:00 AM - 09:00 PM; Tue: 09:00 AM - 09:00 PM; Wed: 09:00 AM - 09:00 PM; Thu: 09:00 AM - 09:00 PM; Fri: 09:00 AM - 09:00 PM; Sat: 09:00 AM - 09:00 PM,"1,500",https://www.marham.pk/doctors/rawalpindi/aesthetic-physician/dr-huma-umar,https://staticconnect.marham.pk/assets/doctors/8393/dr-huma-umar-dentist-rawalpindi_25_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Rawalpindi,Dr. Huma Umar,Aesthetic Physician,"BDS, Certification Course in Orthodontics, Certified Skin Aesthetics",14 Yrs,93%,26,"Cosmetic Surgeon, High-intensity Focused Ultrasound (HIFU), Treatment Of Hair Loss (PRP And Mesotherapy), Aesthetic Concerns",Hospital,Farid Family Hospital,Range Rd,Rawalpindi,"Farid Family Hospital, Range Rd, Rawalpindi","Mon: 04:00 PM - 10:00 PM, 05:00 PM - 10:00 PM; Tue: 04:00 PM - 10:00 PM, 05:00 PM - 10:00 PM; Wed: 04:00 PM - 10:00 PM, 05:00 PM - 10:00 PM; Thu: 04:00 PM - 10:00 PM, 05:00 PM - 10:00 PM; Fri: 05:00 PM - 10:00 PM; Sat: 12:00 PM - 09:00 PM, 04:00 PM - 10:00 PM, 05:00 PM - 10:00 PM",1500,https://www.marham.pk/doctors/rawalpindi/aesthetic-physician/dr-huma-umar,https://staticconnect.marham.pk/assets/doctors/8393/dr-huma-umar-dentist-rawalpindi_25_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Lahore,Dr. Nimrah Fatimah,Aesthetic Physician,"MBBS, Certified Aesthetic Physician",5 Yrs,100%,20,Aesthetics,Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Mon: 12:00 AM - 11:55 PM; Tue: 12:00 AM - 11:55 PM; Wed: 12:00 AM - 11:55 PM; Thu: 12:00 AM - 11:55 PM; Fri: 12:00 AM - 11:55 PM; Sat: 12:00 AM - 11:55 PM; Sun: 12:00 AM - 11:55 PM,500,https://www.marham.pk/online-consultation/aesthetic-physician/lahore/dr-nimrah-fatimah-33778,https://staticconnect.marham.pk/assets/doctors/33778/dr-nimrah-fatimah-aesthetic-physician-lahore-50_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
Lahore,Dr. Nimrah Fatimah,Aesthetic Physician,"MBBS, Certified Aesthetic Physician",5 Yrs,100%,20,Aesthetics,Hospital,Aesthetic Interventions,Model Town,Lahore,"Aesthetic Interventions, Model Town, Lahore",Mon: 05:00 PM - 10:00 PM; Tue: 05:00 PM - 10:00 PM; Wed: 05:00 PM - 10:00 PM; Thu: 05:00 PM - 10:00 PM; Fri: 05:00 PM - 10:00 PM; Sat: 05:00 PM - 10:00 PM,200,https://www.marham.pk/online-consultation/aesthetic-physician/lahore/dr-nimrah-fatimah-33778,https://staticconnect.marham.pk/assets/doctors/33778/dr-nimrah-fatimah-aesthetic-physician-lahore-50_80X80.webp,https://www.marham.pk/doctors/aesthetic-physician
